X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro,Label
13.52,16.9,64.38,0.89,0.29,0.32,Accident
11.1,16.43,41.05,0.33,1.08,0.37,Accident
4.52,6.15,35.15,0.35,1.66,1.19,Accident
9.39,6.57,12.26,0.3,0.76,0.48,Accident
4.16,8.28,10.63,0.68,0.62,1.15,Accident
9.09,9.71,49.53,0.36,0.41,0.29,Accident
13.43,10.8,27.49,0.65,1.88,1.58,Accident
9.73,23.35,78.62,0.49,0.75,0.09,Accident
9.11,4.48,52.69,0.45,1.24,0.48,Accident
5.22,8.55,15.29,0.51,0.92,1.63,Accident
12.23,15.19,19.96,0.83,0.39,1.37,Accident
6.16,10.13,25.34,0.54,0.96,1.49,Accident
14.69,20.89,36.67,1.3,0.76,1.58,Accident
6.79,4.23,23.0,0.7,1.08,1.87,Accident
26.0,14.9,68.77,0.95,0.75,1.02,Accident
14.71,24.75,70.97,1.05,0.54,0.58,Accident
6.33,8.16,24.04,0.52,0.65,0.42,Accident
13.33,14.08,52.09,0.96,0.37,0.65,Accident
26.55,18.14,56.6,0.36,1.21,0.78,Accident
18.44,9.14,39.36,0.72,0.79,0.56,Accident
7.94,4.58,26.72,0.36,0.97,1.05,Accident
13.81,14.56,11.26,0.95,1.29,1.47,Accident
11.22,4.93,17.69,0.26,0.93,1.1,Accident
13.04,6.93,46.29,0.65,1.2,1.5,Accident
11.3,8.77,21.37,0.75,1.48,0.8,Accident
13.86,5.17,41.75,0.41,1.03,0.63,Accident
2.99,7.75,22.76,0.27,0.42,0.57,Accident
6.77,8.51,25.79,0.62,0.32,1.48,Accident
8.94,10.19,30.29,0.4,0.82,1.13,Accident
13.58,4.49,33.02,1.25,1.96,1.71,Accident
18.69,5.58,27.24,0.78,1.25,0.24,Accident
8.53,12.15,21.96,0.18,1.23,0.56,Accident
21.62,7.67,33.26,0.84,1.94,0.58,Accident
8.33,8.53,17.03,0.42,0.86,0.44,Accident
10.93,10.04,21.31,0.78,0.42,1.12,Accident
12.8,13.03,8.6,0.73,0.77,1.38,Accident
6.84,4.95,19.17,0.23,1.24,0.83,Accident
12.29,5.86,57.01,0.38,1.28,0.92,Accident
6.7,4.69,18.58,0.51,0.81,0.84,Accident
6.66,12.39,19.85,0.74,0.3,1.77,Accident
16.75,13.32,28.61,1.1,1.28,2.18,Accident
23.32,16.91,64.58,0.37,1.41,1.16,Accident
20.98,11.94,29.25,0.62,1.9,0.68,Accident
4.34,8.87,9.95,0.48,0.28,0.35,Accident
6.06,11.59,23.06,0.38,0.78,0.91,Accident
16.68,8.59,16.91,0.58,1.22,1.03,Accident
27.84,8.72,38.27,0.49,0.69,1.02,Accident
15.02,14.35,48.26,0.75,1.24,0.4,Accident
14.5,38.6,20.32,0.78,1.16,0.32,Accident
9.75,4.49,22.82,0.44,0.72,0.2,Accident
15.59,13.69,44.57,0.41,0.25,0.23,Accident
11.17,8.52,7.63,0.56,0.39,0.19,Accident
14.47,18.3,36.64,0.59,0.38,0.33,Accident
7.66,7.14,15.27,0.53,0.59,0.13,Accident
10.2,7.9,10.72,0.95,0.35,1.97,Accident
14.02,18.47,23.38,0.87,2.11,1.31,Accident
11.72,9.72,73.52,0.8,1.55,1.43,Accident
24.26,9.55,39.61,0.52,1.22,0.72,Accident
32.89,48.24,47.98,0.73,1.04,0.44,Accident
30.08,10.97,48.72,0.8,1.82,0.9,Accident
9.72,9.69,41.16,0.59,1.53,0.78,Accident
18.61,13.54,21.95,0.33,0.74,0.28,Accident
6.82,28.21,51.49,0.41,0.67,0.23,Accident
14.19,13.14,34.28,0.32,0.26,0.28,Accident
18.14,6.19,14.61,0.19,0.32,0.23,Accident
7.84,7.83,46.87,0.75,0.39,0.17,Accident
2.68,8.0,20.91,0.88,0.51,0.43,Accident
9.42,7.94,63.72,0.67,1.03,0.64,Accident
3.8,4.33,44.95,0.48,0.75,0.9,Accident
3.78,7.04,8.62,1.03,0.33,1.85,Accident
3.94,7.46,21.09,1.64,1.99,2.69,Accident
18.59,9.6,55.18,0.9,1.58,0.57,Accident
12.35,10.52,29.55,0.8,0.45,1.04,Accident
12.24,6.68,17.84,0.82,0.72,0.37,Accident
24.9,13.87,71.28,0.92,0.77,0.41,Accident
27.06,15.2,47.22,0.49,0.81,0.23,Accident
15.81,6.58,39.4,0.74,0.92,0.91,Accident
10.61,5.95,59.81,0.62,1.35,0.97,Accident
29.86,9.94,62.58,1.48,1.24,1.42,Accident
11.74,9.37,38.4,0.82,0.94,0.39,Accident
8.97,13.52,32.48,0.97,1.4,0.96,Accident
25.69,4.48,12.27,0.67,1.14,0.64,Accident
4.01,4.79,6.45,0.3,0.61,0.74,Accident
33.87,9.88,19.96,0.4,0.78,0.9,Accident
18.4,14.39,86.3,0.72,1.26,0.81,Accident
15.08,12.49,40.16,0.97,1.02,0.43,Accident
11.03,12.41,6.4,0.59,0.52,0.87,Accident
5.83,5.33,16.9,0.54,0.57,1.2,Accident
5.28,3.1,13.3,0.77,0.96,1.5,Accident
17.37,5.47,32.73,0.81,1.82,1.74,Accident
25.59,10.52,55.75,0.65,1.41,1.08,Accident
7.28,8.34,20.23,0.81,1.44,0.64,Accident
19.34,4.98,14.18,0.57,0.29,0.84,Accident
12.92,8.94,26.54,1.18,0.66,1.49,Accident
20.04,7.16,31.89,0.58,2.23,1.32,Accident
16.33,11.25,77.02,1.04,2.22,1.61,Accident
17.84,9.63,67.22,0.76,1.41,0.73,Accident
22.14,11.09,48.87,0.96,0.9,0.38,Accident
24.85,22.21,21.89,0.6,1.74,0.26,Accident
3.98,15.74,11.93,0.5,0.33,0.67,Accident
6.37,7.5,10.42,0.85,0.3,1.33,Accident
18.84,14.93,32.06,0.65,0.8,1.19,Accident
14.37,13.66,26.83,0.54,2.32,1.11,Accident
33.44,10.66,65.37,0.72,1.84,0.43,Accident
9.53,9.3,51.75,0.84,0.62,0.29,Accident
11.76,9.95,34.62,0.56,0.59,0.43,Accident
8.07,5.27,12.18,0.37,0.47,0.82,Accident
7.99,6.34,25.1,0.54,1.03,0.93,Accident
6.17,7.78,30.79,0.57,1.12,0.95,Accident
19.14,7.75,40.26,0.51,1.03,0.3,Accident
28.69,18.28,53.12,0.84,1.39,0.8,Accident
22.63,16.04,55.77,0.69,0.41,0.27,Accident
21.37,12.37,79.22,0.96,1.31,0.48,Accident
14.14,6.4,32.74,1.14,0.55,0.28,Accident
27.63,40.99,59.56,0.57,0.95,0.28,Accident
15.28,13.16,65.37,0.9,1.25,0.35,Accident
9.22,5.94,17.85,0.61,0.62,0.34,Accident
5.55,7.63,19.78,0.28,1.0,0.94,Accident
16.15,10.23,19.24,1.11,0.67,1.54,Accident
19.19,9.99,38.66,1.06,1.52,1.66,Accident
26.35,23.27,55.26,0.64,1.68,1.16,Accident
15.43,16.85,66.74,1.16,0.86,0.31,Accident
22.98,8.53,84.2,1.04,0.39,0.33,Accident
13.52,11.8,60.43,1.0,0.79,0.41,Accident
16.29,23.12,102.61,1.09,1.42,0.43,Accident
30.9,13.66,40.3,0.57,0.51,0.44,Accident
16.97,9.64,67.97,0.75,1.94,0.69,Accident
18.33,10.46,22.37,0.97,1.03,0.87,Accident
15.42,10.45,79.15,1.0,0.68,0.5,Accident
17.16,8.64,46.31,0.89,0.12,0.22,Accident
15.19,17.94,39.55,0.24,0.85,0.12,Accident
8.69,11.53,28.31,0.85,0.51,0.82,Accident
15.22,8.98,58.55,0.75,0.43,0.27,Accident
15.83,7.62,15.45,0.51,1.52,1.32,Accident
26.73,10.59,20.66,1.06,1.92,1.26,Accident
18.48,16.36,37.78,0.58,1.15,1.23,Accident
38.29,6.38,37.58,0.4,1.06,0.28,Accident
24.51,21.61,75.63,1.08,0.67,0.32,Accident
13.48,6.95,29.26,0.74,1.19,0.88,Accident
8.53,11.7,40.75,0.42,1.18,0.43,Accident
24.01,25.6,41.11,0.41,1.34,1.24,Accident
9.88,9.81,23.74,0.55,0.93,0.97,Accident
15.23,4.36,29.65,1.1,0.99,1.97,Accident
36.67,6.85,40.29,0.96,1.47,1.79,Accident
21.12,4.55,60.6,0.6,1.72,1.25,Accident
20.14,15.53,30.31,0.69,2.11,0.84,Accident
14.03,9.46,35.21,1.06,1.71,1.11,Accident
24.42,9.61,67.3,0.82,2.06,0.66,Accident
25.06,6.75,29.18,0.93,0.89,0.55,Accident
8.25,8.41,39.52,0.53,0.61,0.28,Accident
3.05,5.07,11.09,0.48,0.55,1.14,Accident
12.51,8.09,7.17,0.84,1.03,1.55,Accident
11.43,6.4,22.87,0.7,0.52,1.62,Accident
17.94,9.16,26.98,0.59,0.46,1.59,Accident
17.87,10.13,35.15,0.86,0.99,1.61,Accident
22.14,11.52,60.09,0.7,1.64,0.69,Accident
43.3,18.48,94.45,0.6,0.89,0.74,Accident
18.73,13.79,43.72,0.55,0.8,0.53,Accident
19.8,11.04,61.77,0.61,1.91,1.23,Accident
17.06,18.19,35.57,0.7,0.74,0.69,Accident
11.61,13.66,48.21,1.09,0.72,1.16,Accident
24.55,6.91,40.45,1.0,1.8,0.98,Accident
11.68,5.8,30.13,1.02,0.75,0.35,Accident
10.17,6.05,23.02,1.06,1.28,0.42,Accident
19.52,21.69,41.78,0.92,1.54,0.87,Accident
7.2,6.6,21.45,0.39,0.79,0.54,Accident
8.64,6.68,8.47,0.67,0.26,1.14,Accident
18.21,5.56,16.18,1.16,0.98,0.99,Accident
7.37,5.99,19.37,0.61,1.83,1.26,Accident
14.75,5.8,46.69,0.52,0.84,1.24,Accident
14.99,11.02,54.93,0.72,2.12,1.01,Accident
33.81,8.37,49.23,0.53,1.48,1.05,Accident
6.38,6.28,35.81,0.72,1.28,0.41,Accident
2.51,8.29,22.44,0.55,0.55,1.17,Accident
9.67,7.28,16.98,0.47,0.54,1.39,Accident
13.76,15.91,30.83,0.56,1.37,0.72,Accident
9.16,9.15,33.31,0.7,0.93,0.18,Accident
4.62,10.06,6.07,0.53,0.8,0.9,Accident
6.02,9.85,17.26,1.16,0.23,1.22,Accident
9.39,13.74,32.5,0.59,1.52,0.88,Accident
8.4,13.45,17.12,0.68,0.9,0.45,Accident
6.52,9.47,35.35,0.32,0.4,1.01,Accident
6.51,8.52,27.39,0.86,0.5,1.45,Accident
26.44,21.27,80.97,0.91,1.46,1.01,Accident
38.04,14.73,52.73,1.14,1.75,0.81,Accident
17.48,12.12,80.64,1.13,2.02,1.31,Accident
25.5,4.86,58.85,1.02,1.09,0.67,Accident
7.21,14.39,20.69,0.77,1.09,0.63,Accident
7.13,7.9,20.42,0.83,1.5,1.01,Accident
7.54,10.95,10.72,0.95,0.61,1.14,Accident
7.04,4.12,7.1,0.61,0.72,0.99,Accident
5.4,6.64,32.77,0.16,0.63,0.57,Accident
12.7,10.75,38.05,0.32,0.36,0.17,Accident
5.28,7.03,19.01,0.26,0.26,0.21,Accident
15.9,6.95,21.78,0.42,0.46,0.91,Accident
13.47,6.72,62.21,0.66,1.54,1.71,Accident
54.98,10.12,49.44,0.88,2.75,1.4,Accident
11.66,16.26,40.55,1.23,2.33,1.97,Accident
23.34,14.91,65.93,0.87,1.34,1.22,Accident
12.7,8.1,48.81,0.83,0.82,0.32,Accident
14.64,5.99,35.7,0.85,0.5,0.89,Accident
16.62,14.51,41.87,0.71,0.61,0.41,Accident
23.05,12.46,54.15,0.74,0.47,0.15,Accident
5.58,8.08,29.25,0.51,0.56,0.3,Accident
13.36,17.93,36.77,0.4,0.23,0.57,Accident
4.55,9.11,27.52,0.44,0.74,1.01,Accident
22.54,12.53,15.52,1.08,0.71,0.94,Accident
21.13,10.86,81.99,0.83,1.21,0.87,Accident
31.29,17.08,50.91,0.73,1.06,0.32,Accident
28.42,11.96,72.5,0.74,2.12,0.13,Accident
25.7,12.07,54.42,0.77,0.54,0.33,Accident
15.64,15.88,44.16,0.65,0.8,0.15,Accident
5.12,14.29,28.02,0.4,0.39,0.18,Accident
3.28,8.12,17.96,0.44,0.53,1.06,Accident
11.38,9.11,39.68,0.57,1.62,1.37,Accident
17.48,13.03,34.53,0.68,1.68,1.07,Accident
29.7,13.84,68.3,1.21,0.97,0.88,Accident
41.95,25.05,88.83,0.71,0.86,0.25,Accident
21.47,15.25,53.67,0.63,1.07,0.29,Accident
3.89,5.67,14.87,0.27,0.32,0.3,Accident
35.12,22.83,14.7,1.06,0.38,0.63,Accident
23.16,7.47,26.66,0.3,0.33,0.65,Accident
17.39,7.77,25.9,0.8,1.2,0.43,Accident
16.43,19.13,38.24,0.48,1.22,0.33,Accident
21.94,7.29,48.79,0.84,1.19,0.3,Accident
21.02,17.82,42.54,0.37,0.89,0.95,Accident
18.82,18.48,36.52,0.79,2.33,1.66,Accident
10.89,20.91,29.98,0.88,0.56,0.78,Accident
5.44,16.92,144.32,0.76,1.32,0.59,Accident
22.38,19.96,56.86,1.0,0.81,0.4,Accident
16.53,9.74,38.67,0.29,0.2,0.44,Accident
5.98,14.61,33.79,0.58,0.56,0.21,Accident
8.61,11.55,20.08,0.44,0.86,0.36,Accident
10.01,8.07,38.84,0.37,0.48,1.13,Accident
15.96,7.72,36.4,0.45,0.84,0.45,Accident
15.26,13.8,20.4,0.7,0.89,0.4,Accident
18.87,24.35,21.26,0.53,1.3,0.23,Accident
39.88,3.89,53.27,0.71,1.29,0.69,Accident
16.13,12.3,47.43,0.8,1.16,0.26,Accident
5.39,10.36,46.14,0.6,0.21,0.26,Accident
15.34,6.71,36.21,0.74,1.12,0.87,Accident
17.55,14.38,40.37,0.71,0.82,0.56,Accident
24.19,8.35,62.93,0.97,0.73,0.29,Accident
19.85,15.22,33.0,0.73,1.14,0.17,Accident
5.08,11.93,24.59,0.42,0.5,0.26,Accident
5.21,4.09,16.44,1.0,1.24,1.19,Accident
17.85,9.72,44.6,0.37,1.35,1.03,Accident
9.15,13.18,24.62,0.48,0.67,0.62,Accident
19.07,6.24,8.35,1.28,0.38,2.15,Accident
9.67,7.01,49.71,0.68,0.72,1.01,Accident
13.27,15.25,31.03,0.74,1.32,1.07,Accident
39.27,20.44,31.68,0.82,1.24,1.04,Accident
20.25,12.49,69.19,0.95,1.67,1.23,Accident
23.92,36.91,64.46,0.66,0.83,1.19,Accident
28.02,19.33,45.19,0.65,0.87,0.26,Accident
15.87,19.14,23.14,0.62,0.46,0.53,Accident
11.5,7.03,48.38,0.79,0.59,0.25,Accident
8.49,19.18,21.85,0.57,0.59,0.22,Accident
6.93,11.78,29.0,0.61,0.71,1.5,Accident
10.26,11.53,19.15,1.12,0.83,0.97,Accident
13.0,20.35,76.5,0.8,1.66,0.62,Accident
13.8,6.7,35.14,0.43,0.55,0.48,Accident
20.63,22.97,44.37,1.05,0.64,0.35,Accident
12.62,12.03,43.81,0.39,0.39,0.87,Accident
17.23,14.12,26.15,0.56,0.62,1.1,Accident
17.75,10.36,29.73,0.4,0.48,0.28,Accident
26.94,5.96,52.93,0.62,1.3,0.23,Accident
13.52,16.9,64.38,0.89,0.29,0.32,Accident
11.1,16.43,41.05,0.33,1.08,0.37,Accident
4.52,6.15,35.15,0.35,1.66,1.19,Accident
9.39,6.57,12.26,0.3,0.76,0.48,Accident
4.16,8.28,10.63,0.68,0.62,1.15,Accident
9.09,9.71,49.53,0.36,0.41,0.29,Accident
13.43,10.8,27.49,0.65,1.88,1.58,Accident
9.73,23.35,78.62,0.49,0.75,0.09,Accident
9.11,4.48,52.69,0.45,1.24,0.48,Accident
5.22,8.55,15.29,0.51,0.92,1.63,Accident
12.23,15.19,19.96,0.83,0.39,1.37,Accident
6.16,10.13,25.34,0.54,0.96,1.49,Accident
14.69,20.89,36.67,1.3,0.76,1.58,Accident
6.79,4.23,23.0,0.7,1.08,1.87,Accident
26.0,14.9,68.77,0.95,0.75,1.02,Accident
14.71,24.75,70.97,1.05,0.54,0.58,Accident
6.33,8.16,24.04,0.52,0.65,0.42,Accident
13.33,14.08,52.09,0.96,0.37,0.65,Accident
26.55,18.14,56.6,0.36,1.21,0.78,Accident
18.44,9.14,39.36,0.72,0.79,0.56,Accident
7.94,4.58,26.72,0.36,0.97,1.05,Accident
13.81,14.56,11.26,0.95,1.29,1.47,Accident
11.22,4.93,17.69,0.26,0.93,1.1,Accident
13.04,6.93,46.29,0.65,1.2,1.5,Accident
11.3,8.77,21.37,0.75,1.48,0.8,Accident
13.86,5.17,41.75,0.41,1.03,0.63,Accident
2.99,7.75,22.76,0.27,0.42,0.57,Accident
6.77,8.51,25.79,0.62,0.32,1.48,Accident
8.94,10.19,30.29,0.4,0.82,1.13,Accident
13.58,4.49,33.02,1.25,1.96,1.71,Accident
18.69,5.58,27.24,0.78,1.25,0.24,Accident
8.53,12.15,21.96,0.18,1.23,0.56,Accident
21.62,7.67,33.26,0.84,1.94,0.58,Accident
8.33,8.53,17.03,0.42,0.86,0.44,Accident
10.93,10.04,21.31,0.78,0.42,1.12,Accident
12.8,13.03,8.6,0.73,0.77,1.38,Accident
6.84,4.95,19.17,0.23,1.24,0.83,Accident
12.29,5.86,57.01,0.38,1.28,0.92,Accident
6.7,4.69,18.58,0.51,0.81,0.84,Accident
6.66,12.39,19.85,0.74,0.3,1.77,Accident
16.75,13.32,28.61,1.1,1.28,2.18,Accident
23.32,16.91,64.58,0.37,1.41,1.16,Accident
20.98,11.94,29.25,0.62,1.9,0.68,Accident
4.34,8.87,9.95,0.48,0.28,0.35,Accident
6.06,11.59,23.06,0.38,0.78,0.91,Accident
16.68,8.59,16.91,0.58,1.22,1.03,Accident
27.84,8.72,38.27,0.49,0.69,1.02,Accident
15.02,14.35,48.26,0.75,1.24,0.4,Accident
14.5,38.6,20.32,0.78,1.16,0.32,Accident
9.75,4.49,22.82,0.44,0.72,0.2,Accident
15.59,13.69,44.57,0.41,0.25,0.23,Accident
11.17,8.52,7.63,0.56,0.39,0.19,Accident
14.47,18.3,36.64,0.59,0.38,0.33,Accident
7.66,7.14,15.27,0.53,0.59,0.13,Accident
10.2,7.9,10.72,0.95,0.35,1.97,Accident
14.02,18.47,23.38,0.87,2.11,1.31,Accident
11.72,9.72,73.52,0.8,1.55,1.43,Accident
24.26,9.55,39.61,0.52,1.22,0.72,Accident
32.89,48.24,47.98,0.73,1.04,0.44,Accident
30.08,10.97,48.72,0.8,1.82,0.9,Accident
9.72,9.69,41.16,0.59,1.53,0.78,Accident
18.61,13.54,21.95,0.33,0.74,0.28,Accident
6.82,28.21,51.49,0.41,0.67,0.23,Accident
14.19,13.14,34.28,0.32,0.26,0.28,Accident
18.14,6.19,14.61,0.19,0.32,0.23,Accident
7.84,7.83,46.87,0.75,0.39,0.17,Accident
2.68,8.0,20.91,0.88,0.51,0.43,Accident
9.42,7.94,63.72,0.67,1.03,0.64,Accident
3.8,4.33,44.95,0.48,0.75,0.9,Accident
3.78,7.04,8.62,1.03,0.33,1.85,Accident
3.94,7.46,21.09,1.64,1.99,2.69,Accident
18.59,9.6,55.18,0.9,1.58,0.57,Accident
12.35,10.52,29.55,0.8,0.45,1.04,Accident
12.24,6.68,17.84,0.82,0.72,0.37,Accident
24.9,13.87,71.28,0.92,0.77,0.41,Accident
27.06,15.2,47.22,0.49,0.81,0.23,Accident
15.81,6.58,39.4,0.74,0.92,0.91,Accident
10.61,5.95,59.81,0.62,1.35,0.97,Accident
29.86,9.94,62.58,1.48,1.24,1.42,Accident
11.74,9.37,38.4,0.82,0.94,0.39,Accident
8.97,13.52,32.48,0.97,1.4,0.96,Accident
25.69,4.48,12.27,0.67,1.14,0.64,Accident
4.01,4.79,6.45,0.3,0.61,0.74,Accident
33.87,9.88,19.96,0.4,0.78,0.9,Accident
18.4,14.39,86.3,0.72,1.26,0.81,Accident
15.08,12.49,40.16,0.97,1.02,0.43,Accident
11.03,12.41,6.4,0.59,0.52,0.87,Accident
5.83,5.33,16.9,0.54,0.57,1.2,Accident
5.28,3.1,13.3,0.77,0.96,1.5,Accident
17.37,5.47,32.73,0.81,1.82,1.74,Accident
25.59,10.52,55.75,0.65,1.41,1.08,Accident
7.28,8.34,20.23,0.81,1.44,0.64,Accident
19.34,4.98,14.18,0.57,0.29,0.84,Accident
12.92,8.94,26.54,1.18,0.66,1.49,Accident
20.04,7.16,31.89,0.58,2.23,1.32,Accident
16.33,11.25,77.02,1.04,2.22,1.61,Accident
17.84,9.63,67.22,0.76,1.41,0.73,Accident
22.14,11.09,48.87,0.96,0.9,0.38,Accident
24.85,22.21,21.89,0.6,1.74,0.26,Accident
3.98,15.74,11.93,0.5,0.33,0.67,Accident
6.37,7.5,10.42,0.85,0.3,1.33,Accident
18.84,14.93,32.06,0.65,0.8,1.19,Accident
14.37,13.66,26.83,0.54,2.32,1.11,Accident
33.44,10.66,65.37,0.72,1.84,0.43,Accident
9.53,9.3,51.75,0.84,0.62,0.29,Accident
11.76,9.95,34.62,0.56,0.59,0.43,Accident
8.07,5.27,12.18,0.37,0.47,0.82,Accident
7.99,6.34,25.1,0.54,1.03,0.93,Accident
6.17,7.78,30.79,0.57,1.12,0.95,Accident
19.14,7.75,40.26,0.51,1.03,0.3,Accident
28.69,18.28,53.12,0.84,1.39,0.8,Accident
22.63,16.04,55.77,0.69,0.41,0.27,Accident
21.37,12.37,79.22,0.96,1.31,0.48,Accident
14.14,6.4,32.74,1.14,0.55,0.28,Accident
27.63,40.99,59.56,0.57,0.95,0.28,Accident
15.28,13.16,65.37,0.9,1.25,0.35,Accident
9.22,5.94,17.85,0.61,0.62,0.34,Accident
5.55,7.63,19.78,0.28,1.0,0.94,Accident
16.15,10.23,19.24,1.11,0.67,1.54,Accident
19.19,9.99,38.66,1.06,1.52,1.66,Accident
26.35,23.27,55.26,0.64,1.68,1.16,Accident
15.43,16.85,66.74,1.16,0.86,0.31,Accident
22.98,8.53,84.2,1.04,0.39,0.33,Accident
13.52,11.8,60.43,1.0,0.79,0.41,Accident
16.29,23.12,102.61,1.09,1.42,0.43,Accident
30.9,13.66,40.3,0.57,0.51,0.44,Accident
16.97,9.64,67.97,0.75,1.94,0.69,Accident
18.33,10.46,22.37,0.97,1.03,0.87,Accident
15.42,10.45,79.15,1.0,0.68,0.5,Accident
17.16,8.64,46.31,0.89,0.12,0.22,Accident
15.19,17.94,39.55,0.24,0.85,0.12,Accident
8.69,11.53,28.31,0.85,0.51,0.82,Accident
15.22,8.98,58.55,0.75,0.43,0.27,Accident
15.83,7.62,15.45,0.51,1.52,1.32,Accident
26.73,10.59,20.66,1.06,1.92,1.26,Accident
18.48,16.36,37.78,0.58,1.15,1.23,Accident
38.29,6.38,37.58,0.4,1.06,0.28,Accident
24.51,21.61,75.63,1.08,0.67,0.32,Accident
13.48,6.95,29.26,0.74,1.19,0.88,Accident
8.53,11.7,40.75,0.42,1.18,0.43,Accident
24.01,25.6,41.11,0.41,1.34,1.24,Accident
9.88,9.81,23.74,0.55,0.93,0.97,Accident
15.23,4.36,29.65,1.1,0.99,1.97,Accident
36.67,6.85,40.29,0.96,1.47,1.79,Accident
21.12,4.55,60.6,0.6,1.72,1.25,Accident
20.14,15.53,30.31,0.69,2.11,0.84,Accident
14.03,9.46,35.21,1.06,1.71,1.11,Accident
24.42,9.61,67.3,0.82,2.06,0.66,Accident
25.06,6.75,29.18,0.93,0.89,0.55,Accident
8.25,8.41,39.52,0.53,0.61,0.28,Accident
3.05,5.07,11.09,0.48,0.55,1.14,Accident
12.51,8.09,7.17,0.84,1.03,1.55,Accident
11.43,6.4,22.87,0.7,0.52,1.62,Accident
17.94,9.16,26.98,0.59,0.46,1.59,Accident
17.87,10.13,35.15,0.86,0.99,1.61,Accident
22.14,11.52,60.09,0.7,1.64,0.69,Accident
43.3,18.48,94.45,0.6,0.89,0.74,Accident
18.73,13.79,43.72,0.55,0.8,0.53,Accident
19.8,11.04,61.77,0.61,1.91,1.23,Accident
17.06,18.19,35.57,0.7,0.74,0.69,Accident
11.61,13.66,48.21,1.09,0.72,1.16,Accident
24.55,6.91,40.45,1.0,1.8,0.98,Accident
11.68,5.8,30.13,1.02,0.75,0.35,Accident
10.17,6.05,23.02,1.06,1.28,0.42,Accident
19.52,21.69,41.78,0.92,1.54,0.87,Accident
7.2,6.6,21.45,0.39,0.79,0.54,Accident
8.64,6.68,8.47,0.67,0.26,1.14,Accident
18.21,5.56,16.18,1.16,0.98,0.99,Accident
7.37,5.99,19.37,0.61,1.83,1.26,Accident
14.75,5.8,46.69,0.52,0.84,1.24,Accident
14.99,11.02,54.93,0.72,2.12,1.01,Accident
33.81,8.37,49.23,0.53,1.48,1.05,Accident
6.38,6.28,35.81,0.72,1.28,0.41,Accident
2.51,8.29,22.44,0.55,0.55,1.17,Accident
9.67,7.28,16.98,0.47,0.54,1.39,Accident
13.76,15.91,30.83,0.56,1.37,0.72,Accident
9.16,9.15,33.31,0.7,0.93,0.18,Accident
4.62,10.06,6.07,0.53,0.8,0.9,Accident
6.02,9.85,17.26,1.16,0.23,1.22,Accident
9.39,13.74,32.5,0.59,1.52,0.88,Accident
8.4,13.45,17.12,0.68,0.9,0.45,Accident
6.52,9.47,35.35,0.32,0.4,1.01,Accident
6.51,8.52,27.39,0.86,0.5,1.45,Accident
26.44,21.27,80.97,0.91,1.46,1.01,Accident
38.04,14.73,52.73,1.14,1.75,0.81,Accident
17.48,12.12,80.64,1.13,2.02,1.31,Accident
25.5,4.86,58.85,1.02,1.09,0.67,Accident
7.21,14.39,20.69,0.77,1.09,0.63,Accident
7.13,7.9,20.42,0.83,1.5,1.01,Accident
7.54,10.95,10.72,0.95,0.61,1.14,Accident
7.04,4.12,7.1,0.61,0.72,0.99,Accident
5.4,6.64,32.77,0.16,0.63,0.57,Accident
12.7,10.75,38.05,0.32,0.36,0.17,Accident
5.28,7.03,19.01,0.26,0.26,0.21,Accident
15.9,6.95,21.78,0.42,0.46,0.91,Accident
13.47,6.72,62.21,0.66,1.54,1.71,Accident
54.98,10.12,49.44,0.88,2.75,1.4,Accident
11.66,16.26,40.55,1.23,2.33,1.97,Accident
23.34,14.91,65.93,0.87,1.34,1.22,Accident
12.7,8.1,48.81,0.83,0.82,0.32,Accident
14.64,5.99,35.7,0.85,0.5,0.89,Accident
16.62,14.51,41.87,0.71,0.61,0.41,Accident
23.05,12.46,54.15,0.74,0.47,0.15,Accident
5.58,8.08,29.25,0.51,0.56,0.3,Accident
13.36,17.93,36.77,0.4,0.23,0.57,Accident
4.55,9.11,27.52,0.44,0.74,1.01,Accident
22.54,12.53,15.52,1.08,0.71,0.94,Accident
21.13,10.86,81.99,0.83,1.21,0.87,Accident
31.29,17.08,50.91,0.73,1.06,0.32,Accident
28.42,11.96,72.5,0.74,2.12,0.13,Accident
25.7,12.07,54.42,0.77,0.54,0.33,Accident
15.64,15.88,44.16,0.65,0.8,0.15,Accident
5.12,14.29,28.02,0.4,0.39,0.18,Accident
3.28,8.12,17.96,0.44,0.53,1.06,Accident
11.38,9.11,39.68,0.57,1.62,1.37,Accident
17.48,13.03,34.53,0.68,1.68,1.07,Accident
29.7,13.84,68.3,1.21,0.97,0.88,Accident
41.95,25.05,88.83,0.71,0.86,0.25,Accident
21.47,15.25,53.67,0.63,1.07,0.29,Accident
3.89,5.67,14.87,0.27,0.32,0.3,Accident
35.12,22.83,14.7,1.06,0.38,0.63,Accident
23.16,7.47,26.66,0.3,0.33,0.65,Accident
17.39,7.77,25.9,0.8,1.2,0.43,Accident
16.43,19.13,38.24,0.48,1.22,0.33,Accident
21.94,7.29,48.79,0.84,1.19,0.3,Accident
21.02,17.82,42.54,0.37,0.89,0.95,Accident
18.82,18.48,36.52,0.79,2.33,1.66,Accident
10.89,20.91,29.98,0.88,0.56,0.78,Accident
5.44,16.92,144.32,0.76,1.32,0.59,Accident
22.38,19.96,56.86,1.0,0.81,0.4,Accident
16.53,9.74,38.67,0.29,0.2,0.44,Accident
